6592,6592
309,373
9152,9152
490,320
437,309
458,501
82,101
106,130
597,597
176,197
6784,6784
512,666
9776,9776
736,874
141,112
8304,8304
7088,7088
938,565
6592,6592
109,80
448,298
162,168
165,173
352,373
6592,6592
874,789
405,656
94,137
437,320
5248,5248
2512,1578
437,309
341,341
352,352
373,362
522,618
266,298
240,189
490,426
1040,1072
490,469
501,448
853,805
725,704
8912,8912
490,416
426,565
554,597
704,885
1168,1045
624,634
114,112
410,586
80,128
362,373
341,373
10512,10512
405,512
72,69
533,570
5984,5984
1328,1328
373,581
437,576
8432,8432
736,464
757,640
153,158
544,501
309,405
405,592
405,405
4640,4640
725,800
725,800
58,74
501,448
138,146
576,458
5008,5008
394,650
576,437
240,213
778,1045
320,544
141,157
693,677
11488,11488
309,405
1093,1098
330,437
352,480
7088,7088
7264,7264
288,288
352,341
565,469
416,384
165,184
394,554
4144,4144
173,105
5744,5744
12576,12576
2874,3024
352,352
248,154
298,416
544,501
14416,14416
4144,4144
352,480
1024,768
373,352
341,352
138,149
842,672
125,112
209,161
736,1072
234,298
11232,11232
6464,6464
122,141
906,1104
650,618
416,320
266,362
309,437
5616,5616
288,277
581,586
309,533
1029,645
640,565
554,757
77,109
640,661
864,853
152,230
5376,5376
5488,5488
650,618
981,618
480,1013
160,218
736,736
241,256
554,586
1024,864
565,448
506,533
136,96
9648,9648
501,490
698,714
586,597
650,618
640,501
586,608
576,458
1141,506
640,874
810,853
554,597
373,581
608,618
106,130
98,101
234,288
1034,970
11792,11792
1024,864
373,480
560,394
1328,1328
1093,1098
597,672
864,853
597,672
165,188
1573,1072
8800,8800
384,384
66,93
522,554
309,437
576,298
3664,3664
3664,3664
5376,5376
480,362
597,597
144,109
362,613
320,405
544,384
5488,5488
120,208
66,74
576,586
186,136
896,533
5616,5616
8064,8064
896,693
122,96
234,362
4272,4272
656,880
309,533
202,341
560,634
288,288
309,373
725,586
89,162
6832,6832
104,85
4272,4272
125,106
309,458
309,448
5248,5248
629,933
341,565
10688,10688
560,634
554,741
256,277
778,426
554,725
160,48
693,677
682,693
256,192
9648,9648
522,618
597,597
4272,4272
538,597
554,597
549,656
178,160
357,650
10752,10752
1146,1066
176,188
349,273
544,501
661,693
480,362
970,938
384,352
72,82
14416,14416
512,576
576,586
178,178
618,608
9152,9152
608,512
58,74
565,533
384,352
800,320
629,661
725,800
352,512
20704,20704
149,149
874,832
480,832
597,672
101,128
586,437
362,394
778,490
1109,906
7456,7456
533,389
522,618
1045,917
821,757
104,109
512,784
565,533
757,656
288,330
221,237
74,72
7328,7328
448,597
480,330
1002,554
864,853
89,146
426,565
200,136
704,752
490,384
109,112
981,618
145,146
682,320
168,226
746,501
1157,1082
106,130
554,586
858,821
858,821
896,533
490,320
234,309
88,120
362,426
672,853
77,114
698,688
554,469
1024,864
309,373
821,682
4144,4144
640,501
506,544
608,544
90,93
618,597
173,262
6352,6352
501,426
490,394
576,618
501,448
256,234
108,184
480,832
448,624
970,416
309,373
437,320
821,810
490,448
234,298
11728,11728
12096,12096
832,842
154,164
452,289
698,688
4144,4144
1338,1429
264,337
810,650
154,152
1616,2128
373,373
1045,917
405,512
1109,906
416,437
981,1253
309,469
162,154
410,586
661,650
576,458
9648,9648
565,533
394,405
298,298
298,298
650,517
565,469
512,784
1013,970
341,352
9280,9280
426,586
608,597
501,416
480,330
560,634
970,938
309,437
661,837
85,77
209,161
277,480
80,136
266,298
544,384
853,768
586,597
1157,1082
714,640
12272,12272
490,426
736,736
146,109
260,268
9408,9408
148,157
6096,6096
88,90
254,280
554,522
565,458
864,1056
405,565
5744,5744
10816,10816
426,522
362,592
10016,10016
11968,11968
320,320
576,618
72,72
7936,7936
1141,506
394,405
1616,2128
309,437
216,181
4032,4032
362,613
586,437
309,373
7504,7504
146,176
162,129
150,109
209,164
416,469
8304,8304
581,586
576,298
6352,6352
7088,7088
112,117
533,389
1162,1258
82,138
490,448
506,533
125,106
437,437
725,704
9152,9152
362,480
480,330
11728,11728
3664,3664
5616,5616
5488,5488
93,145
1338,1429
842,416
650,1002
6592,6592
528,624
266,298
800,320
6464,6464
357,650
469,565
9104,9104
136,77
736,736
490,330
7696,7696
9280,9280
437,437
544,800
405,656
352,341
938,672
320,544
736,874
112,74
554,586
194,128
661,490
122,106
581,586
458,320
576,437
554,586
624,890
629,586
5008,5008
165,184
6592,6592
464,581
6464,6464
5008,5008
4032,4032
4032,4032
361,242
437,544
146,72
7696,7696
256,309
373,352
241,256
693,768
757,554
320,597
173,169
533,570
245,221
104,85
565,533
960,853
4032,4032
778,645
736,736
109,136
9776,9776
810,650
9152,9152
8800,8800
309,448
842,656
90,93
405,917
672,624
1296,1632
5616,5616
677,672
821,682
501,426
106,130
1141,506
896,480
362,394
565,469
277,757
197,221
544,682
288,362
394,512
704,885
138,149
506,533
210,213
1109,906
490,384
416,394
490,448
554,480
554,597
581,538
917,597
1637,1050
458,448
896,480
938,565
554,586
458,352
938,634
426,586
1232,869
629,624
245,288
373,362
704,885
7328,7328
298,298
1573,1072
405,522
69,189
6720,6720
778,426
210,213
168,226
842,682
11120,11120
309,320
608,544
554,586
6592,6592
416,202
140,98
202,394
773,469
778,426
821,757
352,554
528,624
80,149
12096,12096
1546,1013
150,109
714,714
362,490
80,101
938,746
757,640
405,416
210,314
736,464
6464,6464
725,704
965,1024
394,405
11728,11728
8848,8848
554,741
7200,7200
522,576
778,1045
9152,9152
437,416
773,672
1024,938
178,193
194,261
229,208
165,240
7136,7136
77,109
7136,7136
746,501
618,608
234,298
158,148
352,480
136,170
7568,7568
3168,3168
112,168
672,624
586,288
341,309
618,880
394,394
5248,5248
597,597
10448,10448
120,144
4032,4032
288,352
672,693
309,533
134,124
3904,3904
842,416
229,208
22000,22000
490,426
90,98
266,384
341,341
6464,6464
101,104
373,576
981,885
794,309
162,250
501,416
320,501
1898,666
11968,11968
90,120
490,469
661,832
544,682
629,725
496,544
112,168
1013,970
6720,6720
362,613
725,586
618,554
682,320
122,82
618,608
853,853
848,469
6528,6528
3904,3904
480,1013
650,560
298,416
1024,938
10016,10016
1328,1328
93,90
298,650
565,629
1002,554
661,837
496,544
234,168
597,597
490,426
170,80
597,597
842,853
6720,6720
448,624
586,437
320,320
661,752
522,554
200,78
5248,5248
13872,13872
288,384
704,789
357,885
810,650
160,125
120,82
416,202
181,200
490,469
821,757
394,650
608,618
234,298
138,189
80,128
229,184
224,309
762,704
120,82
698,688
1056,981
146,176
11120,11120
938,565
405,512
69,189
501,448
426,522
800,981
640,522
544,800
570,570
106,146
394,512
597,597
640,608
618,842
224,173
309,469
917,832
258,242
570,570
320,224
125,141
752,858
288,362
309,533
165,240
6288,6288
778,645
885,928
810,810
565,522
386,253
168,189
8800,8800
629,661
480,1013
426,522
85,77
1024,768
138,130
309,538
77,80
597,618
5248,5248
5984,5984
416,320
6960,6960
122,106
501,448
592,629
458,352
200,136
736,938
437,437
77,80
120,144
6720,6720
80,149
586,586
386,253
7696,7696
816,666
10512,10512
10512,10512
490,426
122,98
341,352
682,693
634,624
554,469
352,490
650,618
650,560
80,80
80,101
5120,5120
309,437
416,208
5376,5376
357,586
5488,5488
960,1381
416,320
141,157
640,522
6592,6592
240,202
560,634
40,106
490,320
405,853
618,608
496,544
12096,12096
405,384
4144,4144
320,405
330,554
74,117
960,586
341,341
554,757
906,1104
309,458
917,832
458,320
416,469
3168,3168
7568,7568
4032,4032
9152,9152
158,148
565,448
576,586
917,597
501,448
554,597
362,394
10192,10192
358,134
570,512
134,93
864,725
554,576
560,394
114,88
288,277
1013,970
7264,7264
746,501
242,112
416,469
512,666
341,309
794,309
960,853
544,597
912,896
554,874
5984,5984
128,144
6784,6784
162,157
330,234
586,288
693,1050
416,522
1045,981
373,576
416,394
4032,4032
1546,1013
189,138
11232,11232
144,114
698,693
896,330
778,533
992,618
778,533
6160,6160
853,853
394,650
1045,981
352,480
186,125
938,565
341,544
1029,645
394,394
394,554
298,416
9104,9104
3296,3296
661,960
757,640
597,672
816,789
778,533
1706,682
234,309
3408,3408
266,288
672,757
704,752
688,1018
650,517
140,121
362,480
6464,6464
533,389
80,80
104,130
992,618
9712,9712
122,141
122,141
837,645
320,501
677,821
5616,5616
586,469
496,544
6352,6352
554,597
640,570
1024,768
288,352
565,458
597,352
773,837
837,656
277,330
650,672
341,373
309,458
266,384
917,832
501,565
586,469
960,757
661,656
421,602
362,613
773,672
682,320
277,330
1056,832
597,352
11232,11232
352,480
5376,5376
5488,5488
1296,1632
832,842
405,384
698,688
597,597
5616,5616
6352,6352
533,389
853,768
9152,9152
1013,970
114,112
357,885
362,373
224,133
154,152
714,714
938,746
576,458
58,74
608,618
490,394
1434,1808
256,192
7568,7568
6832,6832
437,448
154,152
122,82
810,789
341,586
9776,9776
8672,8672
138,184
1184,746
842,416
101,229
11968,11968
469,554
4272,4272
416,394
253,242
554,469
757,512
640,501
597,608
4144,4144
6720,6720
597,608
8176,8176
896,693
14352,14352
8176,8176
885,645
362,416
240,345
6896,6896
332,332
61,69
661,490
405,522
981,618
458,437
512,544
778,533
134,93
6464,6464
7456,7456
778,426
128,120
906,608
554,597
618,597
490,448
586,597
773,837
120,208
288,277
89,162
501,576
618,608
501,448
554,597
289,206
725,586
5376,5376
10512,10512
554,741
490,330
538,373
130,117
1034,970
416,341
373,352
512,544
13872,13872
298,298
624,634
661,693
362,394
352,352
469,554
209,164
661,752
714,714
608,512
618,656
245,277
320,501
165,122
800,314
362,490
661,608
698,693
1024,864
213,288
597,597
6592,6592
405,522
50,85
608,608
560,453
608,618
640,661
234,362
134,124
597,618
917,832
554,725
608,746
512,576
213,362
544,309
778,426
576,298
490,394
362,416
164,220
373,362
12704,12704
277,480
842,682
7936,7936
458,501
794,309
650,672
773,672
554,512
4032,4032
682,682
586,586
202,416
992,533
661,736
9520,9520
490,448
5008,5008
85,146
560,453
160,125
188,214
309,437
800,320
6656,6656
480,362
6656,6656
85,93
960,757
538,597
416,469
149,149
4400,4400
640,512
704,752
938,634
320,512
341,352
224,168
9040,9040
832,661
112,137
698,688
7328,7328
10448,10448
810,810
266,288
842,853
309,538
341,544
168,213
597,618
405,853
234,298
384,624
6464,6464
778,426
554,586
629,501
1002,554
618,746
773,672
1184,1136
8912,8912
437,320
693,1050
650,1002
917,832
1434,538
810,810
373,480
5008,5008
372,409
6416,6416
72,82
704,885
202,221
149,154
714,714
152,154
917,832
120,90
565,640
501,576
7088,7088
288,277
981,618
141,112
77,134
192,216
896,693
570,512
108,184
506,544
158,148
11968,11968
6464,6464
554,597
1157,1082
320,597
154,149
586,597
672,906
480,330
320,405
125,144
416,437
800,565
490,565
853,805
490,320
917,597
5120,5120
149,149
586,437
848,469
7088,7088
181,200
352,362
6720,6720
565,448
480,362
490,901
352,554
437,416
725,704
8976,8976
490,565
341,352
821,810
800,320
640,565
522,576
640,1141
6832,6832
6896,6896
6592,6592
597,608
298,426
640,597
101,101
6720,6720
384,624
7024,7024
128,166
320,544
448,405
992,533
501,490
533,389
480,417
970,416
194,128
757,656
77,134
496,533
117,122
209,164
160,149
144,146
576,597
120,90
778,512
9648,9648
330,405
9152,9152
602,437
672,906
821,682
6832,6832
800,544
597,618
906,1104
7264,7264
416,469
640,522
320,469
832,842
490,394
501,448
256,277
7088,7088
576,618
842,656
1045,981
405,789
512,778
4144,4144
565,533
416,384
138,189
309,544
768,864
1157,1082
970,448
80,114
197,221
554,800
650,517
4272,4272
362,613
810,586
650,618
448,661
1136,1258
597,597
1920,1669
8544,8544
4640,4640
77,101
160,125
80,88
101,197
130,144
608,512
416,437
101,130
160,128
384,352
469,565
277,480
426,170
5008,5008
970,938
704,885
1034,970
800,320
6592,6592
320,352
358,452
168,213
864,1056
9280,9280
800,544
458,501
109,80
245,277
4512,4512
138,185
19552,19552
10512,10512
725,800
5120,5120
277,288
160,128
298,469
6592,6592
240,345
458,352
544,768
169,168
109,80
714,640
554,800
7568,7568
7088,7088
704,1045
144,74
912,896
480,565
266,288
11120,11120
152,230
784,394
266,384
288,288
234,309
592,629
800,714
80,136
544,682
405,384
66,74
549,656
554,448
480,565
512,576
554,597
576,618
362,373
981,1253
554,544
72,96
362,613
565,522
4512,4512
352,554
125,128
114,112
4752,4752
320,597
202,394
458,320
6720,6720
194,161
586,586
266,320
842,672
624,634
256,394
437,736
5744,5744
152,154
554,725
501,490
6224,6224
7024,7024
704,1045
266,298
1184,746
122,144
15456,15456
66,90
1445,970
20704,20704
298,469
3296,3296
205,170
98,138
490,394
597,896
226,130
320,512
405,565
309,373
341,309
522,576
714,714
341,373
698,714
6896,6896
256,277
581,538
1397,1093
7696,7696
800,981
506,533
2512,1578
165,164
261,229
290,314
896,480
6960,6960
864,1056
106,130
6464,6464
405,384
597,608
9152,9152
6352,6352
144,114
181,200
352,362
1034,725
938,672
522,576
373,373
184,234
1328,1328
77,112
522,554
480,330
85,146
1013,970
5744,5744
618,842
202,341
90,153
800,544
570,512
736,736
277,480
437,320
661,608
5616,5616
5984,5984
193,209
7696,7696
736,464
853,805
85,138
394,405
5616,5616
416,394
7456,7456
66,90
432,736
352,554
136,192
341,373
917,597
794,1018
4640,4640
501,448
256,234
160,426
256,394
554,757
5616,5616
130,154
448,597
7504,7504
714,714
384,384
480,832
256,394
80,101
837,645
194,161
112,156
152,152
810,885
704,885
352,480
506,533
608,613
512,544
330,234
586,608
624,890
202,213
1029,1018
480,1013
218,197
688,1018
597,352
565,522
933,570
4272,4272
560,485
5248,5248
661,832
256,394
608,746
714,714
352,512
480,330
66,90
560,485
1232,869
512,784
160,426
309,469
341,565
608,618
6096,6096
5744,5744
90,153
853,853
704,682
9584,9584
266,362
800,714
661,608
221,232
490,320
8912,8912
16560,16560
11968,11968
12640,12640
1056,1349
216,264
9152,9152
9152,9152
88,128
885,928
960,853
373,352
618,517
725,586
480,565
1184,746
677,821
213,213
6160,6160
693,677
810,789
405,565
714,714
19552,19552
6464,6464
752,528
245,426
1434,538
693,421
7264,7264
938,746
725,800
8176,8176
501,416
570,570
565,458
426,522
592,629
213,168
432,549
72,82
992,618
586,469
640,608
101,141
122,141
234,298
10992,10992
8848,8848
6352,6352
736,464
693,1050
168,156
853,853
9104,9104
773,672
288,384
837,645
800,320
938,672
234,288
437,437
85,77
608,618
506,533
234,298
109,120
11600,11600
704,1045
656,880
7632,7632
125,122
309,373
981,1253
554,576
773,672
334,357
165,162
661,752
90,153
6592,6592
853,805
1232,869
88,120
1573,1072
437,320
290,314
288,330
152,128
597,618
3776,3776
4640,4640
7568,7568
810,586
480,330
266,298
693,421
698,688
629,586
320,458
202,341
6224,6224
6832,6832
11120,11120
650,618
618,656
88,90
77,109
122,80
640,618
544,309
8176,8176
245,288
810,757
597,597
554,597
501,565
736,874
7088,7088
4272,4272
677,672
234,288
352,352
821,746
597,597
6464,6464
490,394
773,837
576,490
480,330
11600,11600
650,517
581,538
134,124
373,362
448,549
352,352
320,512
597,618
416,384
1109,906
212,117
309,437
469,490
7328,7328
832,661
960,853
320,394
66,74
172,169
209,164
10688,10688
170,80
168,156
6592,6592
608,618
885,645
7264,7264
257,385
173,262
362,490
981,1253
416,522
288,352
7264,7264
608,544
864,1056
448,405
1157,1082
480,576
426,586
746,544
288,288
629,933
6960,6960
7760,7760
522,554
368,618
896,480
50,85
74,144
778,512
4400,4400
698,688
496,544
672,853
288,288
490,394
114,112
373,373
1706,682
650,618
490,394
341,352
597,522
640,501
1024,938
1168,1045
490,394
778,1045
101,106
309,533
4512,4512
650,517
1488,1637
128,136
432,549
7456,7456
141,114
6416,6416
85,138
650,618
8672,8672
352,512
242,112
426,586
66,96
576,298
608,922
544,384
277,330
216,264
480,330
15456,15456
714,714
896,330
8176,8176
368,618
178,193
512,666
522,469
661,656
384,624
576,629
437,480
896,693
9104,9104
554,597
3296,3296
5616,5616
405,384
704,789
257,385
6592,6592
309,533
917,597
114,112
629,933
146,149
309,373
437,608
437,576
202,341
554,874
832,661
512,778
490,448
448,298
576,586
810,757
1210,1114
5376,5376
6224,6224
640,661
576,458
373,373
693,421
6592,6592
13248,13248
597,672
480,576
405,592
277,757
104,85
618,880
864,1056
992,533
496,544
778,533
501,576
608,746
266,320
640,426
96,96
109,80
320,405
821,682
140,121
202,341
8672,8672
1157,1082
82,101
216,181
858,821
618,597
53,90
114,112
5616,5616
458,448
373,362
437,576
10016,10016
554,586
773,837
490,901
458,448
7568,7568
576,298
544,597
15456,15456
173,105
1898,666
320,597
714,714
416,469
842,672
144,109
394,405
672,693
480,1013
544,309
810,853
10256,10256
576,629
7328,7328
842,682
640,501
117,122
970,448
373,480
125,112
5616,5616
821,810
576,618
661,608
736,874
56,77
158,156
960,757
2874,3024
938,746
4640,4640
341,586
394,650
4272,4272
120,90
613,613
757,554
144,114
480,362
608,512
98,101
1546,1013
5744,5744
136,96
4272,4272
576,469
586,469
810,810
490,330
704,789
288,330
8848,8848
213,213
320,544
160,106
298,416
277,288
501,576
661,752
266,298
608,544
842,672
933,570
6464,6464
837,656
4512,4512
7200,7200
5248,5248
3408,3408
6592,6592
448,672
352,352
816,666
1029,1541
234,298
1706,682
394,650
917,736
640,597
565,469
1024,938
938,565
162,129
538,597
320,565
4512,4512
480,832
1045,1013
309,320
6464,6464
912,896
5376,5376
341,352
405,512
661,650
1296,1632
6352,6352
416,341
104,161
1898,666
154,149
597,672
7696,7696
130,154
501,448
586,597
373,480
608,618
1056,832
106,130
12640,12640
1168,1045
608,613
437,608
864,1056
8672,8672
138,149
752,858
917,832
778,645
1056,1349
72,82
490,426
4400,4400
77,114
490,565
1024,768
9776,9776
320,597
157,165
7024,7024
373,192
672,490
597,672
800,565
5120,5120
570,512
672,624
7328,7328
234,298
341,309
5008,5008
912,896
576,490
373,576
352,352
53,90
800,314
405,512
4752,4752
138,146
7392,7392
896,672
373,373
437,736
357,586
288,362
970,938
490,448
608,618
693,1050
229,149
194,128
352,480
277,288
165,240
138,149
661,656
752,858
149,149
618,880
1898,666
672,490
9648,9648
137,101
4752,4752
93,145
512,784
3296,3296
896,672
4144,4144
174,173
544,682
672,981
288,330
117,122
6592,6592
6096,6096
565,448
394,512
352,362
432,736
138,149
224,168
168,122
128,144
512,576
629,661
416,320
9888,9888
490,394
309,320
8432,8432
661,650
288,288
693,1050
746,544
266,384
794,309
960,757
394,405
597,608
5248,5248
141,117
352,362
6224,6224
160,426
448,672
7088,7088
218,250
517,800
309,533
122,106
474,832
5616,5616
240,189
864,725
6592,6592
5856,5856
120,141
141,112
362,394
554,874
970,938
970,416
200,136
4880,4880
10752,10752
618,554
522,469
16000,16000
1040,1072
405,592
629,661
146,117
152,149
992,533
554,576
320,501
1157,826
426,277
1210,1114
480,1013
1136,1258
13136,13136
768,688
458,437
362,394
394,405
437,437
256,394
14352,14352
6720,6720
74,74
266,288
4640,4640
416,469
6592,6592
1040,1072
570,570
5616,5616
213,288
149,149
14416,14416
810,885
597,597
628,394
810,650
4880,4880
122,82
5008,5008
362,373
570,512
768,864
7504,7504
288,330
5008,5008
677,474
288,384
6352,6352
458,437
245,288
66,74
634,624
4144,4144
608,613
554,800
373,576
618,597
138,149
257,161
373,352
309,437
640,565
298,426
10320,10320
405,522
104,80
1920,1669
677,821
576,298
416,320
40,106
5856,5856
11728,11728
160,142
464,533
837,656
1024,768
640,512
538,496
416,469
560,485
288,288
501,448
189,128
576,437
165,173
320,565
266,373
842,656
618,842
554,741
8432,8432
394,650
1397,1093
277,480
608,608
778,490
320,512
597,608
416,384
1546,1013
480,330
506,544
592,629
357,885
8176,8176
613,634
490,330
501,448
5856,5856
538,565
1488,1637
210,164
538,597
4752,4752
448,624
586,597
320,512
218,661
682,693
768,688
106,146
289,206
7024,7024
352,480
554,480
6224,6224
5856,5856
82,138
362,613
778,533
288,362
704,789
9648,9648
874,789
736,1072
405,565
698,688
853,672
714,714
608,618
693,677
184,218
618,597
88,80
138,149
104,161
640,522
357,586
5616,5616
5248,5248
320,320
1434,1808
152,136
12832,12832
160,48
970,938
608,512
10992,10992
234,309
7088,7088
837,656
661,736
437,320
373,576
138,146
104,117
565,522
661,650
853,853
608,512
853,768
1002,554
672,757
885,928
138,149
698,714
778,490
6720,6720
80,114
554,522
240,202
800,714
506,544
581,586
1546,1013
842,682
90,120
800,314
104,85
245,221
160,142
125,112
134,149
618,608
309,544
800,320
234,141
309,437
172,169
4512,4512
6528,6528
309,533
544,768
533,389
896,480
6592,6592
437,448
213,362
6464,6464
4880,4880
618,746
490,320
821,810
102,146
5744,5744
8672,8672
309,320
136,170
80,141
157,146
490,426
320,469
77,109
512,576
277,480
5376,5376
501,448
136,192
154,186
160,154
618,597
146,149
634,592
490,448
138,120
90,93
320,501
810,789
512,666
576,490
256,309
718,756
2512,1578
736,874
725,704
965,1024
693,421
157,146
20704,20704
140,184
394,554
152,153
469,490
90,122
640,512
6832,6832
5984,5984
5744,5744
437,320
8912,8912
586,288
757,640
650,629
160,149
277,480
416,202
142,128
1157,826
672,437
912,896
501,426
320,469
1162,1258
501,416
661,752
256,394
132,156
1029,1541
320,565
1029,1018
98,98
130,154
266,362
501,512
416,384
104,98
266,288
3296,3296
152,152
90,122
6224,6224
554,480
837,656
10752,10752
437,480
480,330
28784,28784
134,124
120,82
1168,1045
538,496
608,597
917,736
842,853
6592,6592
496,544
405,565
6464,6464
138,200
992,618
794,1018
752,858
102,148
362,613
437,298
10144,10144
597,352
141,144
72,69
480,645
6592,6592
640,522
292,261
570,512
682,693
554,576
378,549
885,928
6160,6160
405,522
677,474
608,544
109,104
725,800
309,469
437,320
194,133
618,656
10080,10080
6464,6464
992,618
9280,9280
458,448
1146,1066
320,394
6832,6832
656,597
864,853
405,656
98,101
677,821
330,437
1434,538
501,416
7264,7264
330,405
1184,1136
565,576
309,373
1109,906
853,853
61,69
650,618
448,672
437,480
597,608
576,586
426,522
554,874
352,362
490,448
874,789
10320,10320
661,650
10864,10864
160,152
864,725
480,645
12832,12832
458,448
357,586
1141,506
810,853
773,837
426,565
154,149
18752,18752
8912,8912
693,768
6832,6832
120,144
810,789
186,125
11728,11728
416,341
682,682
85,136
200,245
74,72
5856,5856
778,512
452,289
661,752
725,800
5616,5616
565,469
885,928
12576,12576
628,394
1898,666
309,448
85,136
501,512
586,597
245,277
640,608
288,352
85,88
8544,8544
277,330
512,576
176,170
554,512
373,373
768,688
288,288
437,309
618,554
693,1013
448,672
288,352
330,405
1546,1013
5008,5008
618,608
5008,5008
6352,6352
277,288
490,394
8912,8912
618,608
6464,6464
298,416
672,853
725,800
234,298
309,437
320,341
14112,14112
4752,4752
114,88
469,554
544,501
864,1056
6720,6720
1157,826
16560,16560
373,373
1018,1120
320,320
597,522
6592,6592
122,106
349,273
229,184
302,278
1029,1018
341,544
136,125
757,554
917,597
266,373
1029,1541
186,125
629,624
544,800
501,576
10992,10992
12096,12096
618,517
256,394
154,186
7328,7328
202,394
150,109
5376,5376
298,426
565,629
298,426
405,416
4640,4640
82,101
8432,8432
842,656
128,144
7136,7136
8432,8432
693,1050
7200,7200
8912,8912
1808,1157
1546,1013
437,320
490,469
19552,19552
490,330
661,960
6656,6656
512,784
74,162
458,501
234,298
618,597
960,853
5376,5376
2874,3024
149,152
778,645
613,634
602,437
5744,5744
80,136
752,528
490,384
490,426
490,384
1093,1098
416,341
4272,4272
298,416
320,405
874,1002
1045,917
448,298
714,714
570,512
490,469
629,501
10144,10144
149,149
842,672
352,480
538,373
7328,7328
228,224
437,320
4144,4144
245,277
906,522
490,448
7328,7328
7456,7456
1157,1082
266,362
384,384
94,137
138,185
8432,8432
944,858
448,298
618,597
6416,6416
5248,5248
810,757
597,608
672,981
544,597
501,426
842,656
554,736
613,634
1210,1114
7024,7024
125,112
362,613
490,565
501,448
104,50
682,682
66,93
960,586
549,656
810,810
528,624
1045,1013
